task_id,correct_shape,correct_size,generated_shape,generated_size,accuracy,failed,error_type,correct_grid,generated_grid,source_file,shape_match,size_diff,size_ratio
3bdb4ada,"(11, 20)",220,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 5 5 5 5 5 5 5 0 0 0 0 0 0 0 0 0 0 0
0 0 5 0 5 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0
0 0 5 5 5 5 5 5 5 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 4 4 4 4 4 4 4 4 4 4 4 4 4 0 0 0 0 0 0
0 4 0 4 0 4 0 4 0 4 0 4 0 4 0 0 0 0 0 0
0 4 4 4 4 4 4 4 4 4 4 4 4 4 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 8 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 5 5 5 5 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,178.0,0.19090909090909092
3befdf3e,"(12, 12)",144,"(1, 42)",42.0,0.0,False,,"0 8 8 8 0 0 0 0 0 0 0 0
8 3 3 3 8 0 0 0 0 0 0 0
8 3 8 3 8 0 0 0 0 0 0 0
8 3 3 3 8 0 0 0 0 0 0 0
0 8 8 8 0 0 8 8 8 8 0 0
0 0 0 0 0 0 8 8 8 8 0 0
0 0 0 0 8 8 3 3 3 3 8 8
0 0 0 0 8 8 3 8 8 3 8 8
0 0 0 0 8 8 3 8 8 3 8 8
0 0 0 0 8 8 3 3 3 3 8 8
0 0 0 0 0 0 8 8 8 8 0 0
0 0 0 0 0 0 8 8 8 8 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 0 0 0 0 0 0 0 0 0 8 3 8 0 0 0 0 0 0 0 0 0 8 8 8 0 0,llada_parallel.out,False,102.0,0.2916666666666667
3c9b0459,"(3, 3)",9,"(3, 3)",9.0,33.33,False,,"7 6 4
4 6 6
4 4 6","4 4 6
6 6 4
7 4 6",llada_parallel.out,True,0.0,1.0
3de23699,"(8, 10)",80,,,0.0,False,,"0 0 0 0 0 0 0 0 0 0
0 2 0 0 0 0 2 2 0 0
0 2 0 0 0 0 0 0 0 0
0 0 0 2 0 0 0 0 0 0
0 0 0 2 2 2 0 0 0 0
0 0 0 0 0 2 0 0 2 0
0 0 0 0 0 0 0 0 2 0
0 0 0 0 2 2 0 0 0 0",,llada_parallel.out,False,,
3e980e27,"(13, 13)",169,"(1, 42)",42.0,0.0,False,,"0 0 0 0 8 8 8 0 0 1 0 0 0
0 0 1 0 0 3 8 0 0 2 1 0 0
0 1 2 0 0 8 0 0 0 1 1 0 0
0 1 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 8 8 8 0 0
0 0 0 0 0 0 0 0 0 3 8 0 0
0 0 0 0 0 0 0 0 0 8 0 0 0
0 0 0 1 0 0 0 0 0 0 0 0 0
0 0 0 2 1 0 8 8 8 0 0 0 0
0 0 0 1 1 0 0 3 8 0 0 0 0
0 0 0 0 0 0 0 8 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 2 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 1,llada_parallel.out,False,127.0,0.2485207100591716
3eda0437,"(4, 24)",96,"(2, 20)",40.0,0.0,False,,"0 6 6 6 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0
1 6 6 6 1 1 1 1 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 0
0 6 6 6 0 1 1 1 0 1 1 0 1 0 0 0 1 1 0 0 1 1 1 1
0 0 1 1 0 0 0 0 0 1 1 1 1 1 0 1 1 0 1 1 0 0 0 1","1 1 6 6 6 6 6 0 0 1 0 0 1 0 0 1 0 1 0 1
0 1 6 6 6 6 6 1 1 1 1 0 0 1 1 0 0 0 0 0 0 1",llada_parallel.out,False,56.0,0.4166666666666667
3f7978a0,"(10, 4)",40,"(8, 5)",40.0,0.0,False,,"8 0 0 8
5 8 0 5
5 0 0 5
5 0 0 5
5 0 0 5
5 0 8 5
5 0 0 5
5 8 0 5
5 0 0 5
8 0 0 8","8 0 0 0 8
5 0 0 0 5
5 0 8 0 5
5 0 0 0 5
5 0 8 0 5
8 0 0 0 8
8 0 0 0 0 0
0 0 0 0 0 8",llada_parallel.out,False,0.0,1.0
40853293,"(20, 20)",400,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
0 2 2 3 2 2 2 2 2 5 2 2 2 2 2 2 2 0 0 0
0 0 0 3 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 7 7 5 7 7 7 7 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 8 8 8 8 8 8 8 0 0 0 0 0
0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,358.0,0.105
4093f84a,"(14, 14)",196,"(3, 14)",42.0,0.0,False,,"0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 0 5 5 5 5 0 0 0 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 0 5 5 5 0 0 0 0 0 0 0
0 0 0 0 5 5 5 0 0 0 0 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 0 0 5 5 5 5 0 0 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 5 5 5 5 5 0 0 0 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 0 0 5 5 5 0 0 0 0 0 0","0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 0 0",llada_parallel.out,False,154.0,0.21428571428571427
41e4d17e,"(15, 15)",225,"(3, 15)",45.0,0.0,False,,"8 8 8 8 8 6 8 8 6 8 8 8 8 8 8
8 8 8 8 8 6 1 1 1 1 1 8 8 8 8
8 8 8 8 8 6 1 8 6 8 1 8 8 8 8
6 6 6 6 6 6 1 6 6 6 1 6 6 6 6
8 8 8 8 8 6 1 8 6 8 1 8 8 8 8
8 8 8 8 8 6 1 1 1 1 1 8 8 8 8
8 8 8 8 8 6 8 8 6 8 8 8 8 8 8
8 8 8 8 8 6 8 8 6 8 8 8 8 8 8
8 8 8 8 8 6 8 8 6 8 8 8 8 8 8
8 8 8 1 1 1 1 1 6 8 8 8 8 8 8
8 8 8 1 8 6 8 1 6 8 8 8 8 8 8
6 6 6 1 6 6 6 1 6 6 6 6 6 6 6
8 8 8 1 8 6 8 1 6 8 8 8 8 8 8
8 8 8 1 1 1 1 1 6 8 8 8 8 8 8
8 8 8 8 8 6 8 8 6 8 8 8 8 8 8","8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8",llada_parallel.out,False,180.0,0.2
4258a5f9,"(9, 9)",81,"(1, 42)",42.0,0.0,False,,"1 1 1 0 0 0 0 0 0
1 5 1 0 0 0 1 1 1
1 1 1 0 0 0 1 5 1
0 0 1 1 1 0 1 1 1
0 0 1 5 1 0 0 0 0
0 0 1 1 1 0 0 0 0
1 1 1 0 1 1 1 0 0
1 5 1 0 1 5 1 0 0
1 1 1 0 1 1 1 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,39.0,0.5185185185185185
4290ef0e,"(11, 11)",121,"(1, 42)",42.0,0.0,False,,"4 4 4 4 4 1 4 4 4 4 4
4 2 2 2 1 1 1 2 2 2 4
4 2 6 6 1 1 1 6 6 2 4
4 2 6 3 3 1 3 3 6 2 4
4 1 1 3 8 8 8 3 1 1 4
1 1 1 1 8 1 8 1 1 1 1
4 1 1 3 8 8 8 3 1 1 4
4 2 6 3 3 1 3 3 6 2 4
4 2 6 6 1 1 1 6 6 2 4
4 2 2 2 1 1 1 2 2 2 4
4 4 4 4 4 1 4 4 4 4 4",1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,llada_parallel.out,False,79.0,0.34710743801652894
42a50994,"(17, 14)",238,"(3, 14)",42.0,0.0,False,,"0 3 0 0 0 0 0 0 0 0 3 0 0 3
3 0 0 0 0 0 0 3 3 3 3 0 0 3
3 0 0 0 0 0 3 0 0 0 0 0 0 0
0 0 3 0 0 0 0 0 0 3 3 3 0 0
0 0 3 0 0 0 0 0 0 0 3 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 3 3 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 3 3 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 3 0 3 0 0 0 0 0 0 0
0 0 0 3 0 3 0 0 0 0 0 0 0 0
0 0 0 3 3 3 0 3 3 0 0 0 0 0
3 0 0 3 0 0 3 0 0 0 0 0 3 0
3 0 3 0 0 0 0 0 0 0 0 3 0 0
3 0 0 0 0 3 0 0 0 0 0 0 0 0
0 0 3 3 0 0 3 0 0 0 0 0 3 3","0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0",llada_parallel.out,False,196.0,0.17647058823529413
4347f46a,"(17, 19)",323,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 8 8 8 8 8 8 0 0 0 0 6 6 6 6 0 0 0 0
0 8 0 0 0 0 8 0 0 0 0 6 0 0 6 0 0 0 0
0 8 8 8 8 8 8 0 0 0 0 6 6 6 6 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 4 4 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0
0 0 4 0 0 0 0 4 0 0 1 1 1 1 1 1 1 1 0
0 0 4 0 0 0 0 4 0 0 1 0 0 0 0 0 0 1 0
0 0 4 0 0 0 0 4 0 0 1 0 0 0 0 0 0 1 0
0 0 4 0 0 0 0 4 0 0 1 0 0 0 0 0 0 1 0
0 0 4 0 0 0 0 4 0 0 1 0 0 0 0 0 0 1 0
0 0 4 4 4 4 4 4 0 0 1 1 1 1 1 1 1 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 3 3 3 3 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 3 3 3 3 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8 8 8 8 8 0 0 0 0 6 6 6 6 0 0 0 0 0 8 8 8,llada_parallel.out,False,281.0,0.13003095975232198
444801d8,"(10, 10)",100,,,0.0,False,,"4 4 4 4 4 0 0 0 0 0
1 1 4 1 1 0 0 0 0 0
1 4 4 4 1 0 0 0 0 0
1 4 4 4 1 0 0 0 0 0
1 1 1 1 1 0 0 0 0 0
0 0 0 0 7 7 7 7 7 0
0 0 0 0 1 1 7 1 1 0
0 0 0 0 1 7 7 7 1 0
0 0 0 0 1 7 7 7 1 0
0 0 0 0 1 1 1 1 1 0",,llada_parallel.out,False,,
445eab21,"(2, 2)",4,"(2, 10)",20.0,0.0,False,,"3 3
3 3","3 3 3 3 3 0 9 9 9 9
0 0 0 0 0 0 9 9 9 9",llada_parallel.out,False,16.0,5.0
447fd412,"(17, 21)",357,"(2, 21)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0
0 0 1 0 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0
0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 2 2 2 0
0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 2 2 2 0
0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 2 2 2 0
0 1 1 0 0 2 2 0 0 0 0 1 1 1 1 1 1 1 1 1 0
0 1 1 0 0 2 2 0 0 0 0 1 1 1 1 1 1 1 1 1 0
0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 0
0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",llada_parallel.out,False,315.0,0.11764705882352941
44d8ac46,"(12, 12)",144,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0
5 5 5 5 5 0 0 5 5 5 5 0
5 2 2 2 5 0 0 5 5 0 5 0
5 2 2 2 5 0 0 5 0 0 5 0
5 2 2 2 5 0 0 5 0 0 5 0
5 5 5 5 5 0 0 5 5 5 5 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 5 5 5 5 5 5 0 0 0 0
0 0 5 0 0 0 0 5 0 0 0 0
0 0 5 0 0 0 0 5 0 0 0 0
0 0 5 5 5 5 5 5 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 5 5 5 5 5 0 0 5 5 5 5 0 5 0 0 0 5 0 0 5 5 0 5 0 5 0 0 0 5 0,llada_parallel.out,False,102.0,0.2916666666666667
44f52bb0,"(1, 1)",1,"(3, 3)",9.0,0.0,False,,1,"2 0 2
2 2 2
2 0 2",llada_parallel.out,False,8.0,9.0
4522001f,"(9, 9)",81,"(4, 9)",36.0,0.0,False,,"0 0 0 0 0 3 3 3 3
0 0 0 0 0 3 3 3 3
0 0 0 0 0 3 3 3 3
0 0 0 0 0 3 3 3 3
0 3 3 3 3 0 0 0 0
0 3 3 3 3 0 0 0 0
0 3 3 3 3 0 0 0 0
0 3 3 3 3 0 0 0 0
0 0 0 0 0 0 0 0 0","0 3 3 3 3 0 0 0 0
0 3 3 3 3 0 0 0 0
0 3 3 3 3 0 0 0 0
0 3 3 3 3 0 0 0 0 0 0 0 0 0 0",llada_parallel.out,False,45.0,0.4444444444444444
4612dd53,"(13, 13)",169,"(1, 40)",40.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 2 1 1 2 1 2 1 1 0 0
0 0 1 0 0 0 0 0 0 0 1 0 0
0 0 2 0 0 0 0 0 0 0 2 0 0
0 0 2 0 0 0 0 0 0 0 2 0 0
0 0 1 0 0 0 0 0 0 0 1 0 0
0 0 1 2 1 2 1 2 2 1 1 0 0
0 0 2 0 0 0 0 0 0 0 2 0 0
0 0 1 0 0 0 0 0 0 0 1 0 0
0 0 1 2 1 1 2 1 2 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 30,llada_parallel.out,False,129.0,0.23668639053254437
46442a0e,"(6, 6)",36,"(7, 6)",42.0,0.0,False,,"1 4 1 9 4 1
4 9 4 1 9 4
9 1 9 9 4 1
1 4 9 9 1 9
4 9 1 4 9 4
1 4 9 1 4 1","1 4 1 4 1 1
4 9 4 9 4 4
9 1 9 1 9 1
1 4 1 4 1 1
4 9 4 9 4 4
9 1 9 1 9 1
1 4 1 4 1 1",llada_parallel.out,False,6.0,1.1666666666666667
469497ad,"(25, 25)",625,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 0 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 8 8 8 8 8
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 1 1 1 1
0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1
0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 1 1 1
0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 1 1 1
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 7 7 7 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 7 7 7 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 7 7 7 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 7 7 7 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 7 7 7 7
8 8 8 8 8 8 8 8 8 8 1 1 1 1 1 7 7 7 7 7 9 9 9 9 9
8 8 8 8 8 8 8 8 8 8 1 1 1 1 1 7 7 7 7 7 9 9 9 9 9
8 8 8 8 8 8 8 8 8 8 1 1 1 1 1 7 7 7 7 7 9 9 9 9 9
8 8 8 8 8 8 8 8 8 8 1 1 1 1 1 7 7 7 7 7 9 9 9 9 9
8 8 8 8 8 8 8 8 8 8 1 1 1 1 1 7 7 7 7 7 9 9 9 9 9",2 0 0 0 0 0 0 2 0 8 8 0 2 0 0 0 0 2 0 8 8 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 2 8 8 1 7 9,llada_parallel.out,False,583.0,0.0672
46f33fce,"(20, 20)",400,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0
0 0 0 0 3 3 3 3 0 0 0 0 4 4 4 4 0 0 0 0
0 0 0 0 3 3 3 3 0 0 0 0 4 4 4 4 0 0 0 0
0 0 0 0 3 3 3 3 0 0 0 0 4 4 4 4 0 0 0 0
0 0 0 0 3 3 3 3 0 0 0 0 4 4 4 4 0 0 0 0
2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,358.0,0.105
47c1f68c,"(12, 12)",144,"(7, 6)",42.0,0.0,False,,"0 0 3 0 0 0 0 0 0 3 0 0
0 3 0 0 0 0 0 0 0 0 3 0
3 0 3 0 0 0 0 0 0 3 0 3
0 0 3 0 0 0 0 0 0 3 0 0
0 0 3 3 0 0 0 0 3 3 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 3 3 0 0 0 0 3 3 0 0
0 0 3 0 0 0 0 0 0 3 0 0
3 0 3 0 0 0 0 0 0 3 0 3
0 3 0 0 0 0 0 0 0 0 3 0
0 0 3 0 0 0 0 0 0 3 0 0","0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0",llada_parallel.out,False,102.0,0.2916666666666667
48d8fb45,"(3, 3)",9,"(3, 3)",9.0,77.78,False,,"0 3 0
3 3 0
0 3 3","0 3 3
3 3 3
0 3 3",llada_parallel.out,True,0.0,1.0
4938f0c2,"(18, 14)",252,"(3, 14)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 2 2 2 0 0 2 2 2 2 0 0
0 0 0 2 0 0 0 0 0 0 2 0 0 0
0 0 0 0 2 0 0 0 0 2 0 0 0 0
0 0 0 0 2 2 0 0 2 2 0 0 0 0
0 0 0 0 0 0 3 3 0 0 0 0 0 0
0 0 0 0 0 0 3 3 0 0 0 0 0 0
0 0 0 0 2 2 0 0 2 2 0 0 0 0
0 0 0 0 2 0 0 0 0 2 0 0 0 0
0 0 0 2 0 0 0 0 0 0 2 0 0 0
0 0 2 2 2 2 0 0 2 2 2 2 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 2 2 2 0 0 0 0 0 0 0 0",llada_parallel.out,False,210.0,0.16666666666666666
496994bd,"(10, 6)",60,"(7, 6)",42.0,0.0,False,,"3 3 3 3 3 3
5 5 5 5 5 5
5 5 5 5 5 5
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
5 5 5 5 5 5
5 5 5 5 5 5
3 3 3 3 3 3","3 3 3 3 3 3
5 5 5 5 5 5
5 5 5 5 5 5
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0",llada_parallel.out,False,18.0,0.7
49d1d64f,"(5, 4)",20,"(5, 5)",25.0,0.0,False,,"0 2 8 0
2 2 8 8
1 1 4 4
3 3 4 4
0 3 4 0","0 2 8 4 0
2 2 8 4 4
1 1 4 4 4
3 3 4 4 4
0 3 4 4 0",llada_parallel.out,False,5.0,1.25
4be741c5,"(1, 4)",4,"(3, 14)",42.0,0.0,False,,3 2 1 8,"3 3 3 3 2 2 2 2 2 1 1 1 8 8
3 3 3 2 2 2 2 2 1 1 1 8 8 8
3 3 3 3 3 2 2 1 1 1 8 8 8 8",llada_parallel.out,False,38.0,10.5
4c4377d9,"(6, 4)",24,"(6, 4)",24.0,100.0,False,,"4 4 9 9
4 4 4 4
4 4 9 9
4 4 9 9
4 4 4 4
4 4 9 9","4 4 9 9
4 4 4 4
4 4 9 9
4 4 9 9
4 4 4 4
4 4 9 9",llada_parallel.out,True,0.0,1.0
